experiment,scenario,dataset,algorithm,value_quantifier,method_variant,artificial_low_count,interaction_order,equivalent_mc_paths,contribution_threshold,threshold_mode,relative_threshold_factor,effective_contribution_threshold,feature_subset_count,feature_subset_seed,replicates,runtime_seconds_mean,runtime_seconds_std,coalition_evaluation_requests_mean,coalition_evaluation_requests_std,unique_value_evaluations_mean,unique_value_evaluations_std,actual_value_function_calls_mean,actual_value_function_calls_std,total_marginal_samples_mean,total_marginal_samples_std,marginal_sample_reduction_vs_mc_mean,marginal_sample_reduction_vs_mc_std,request_reduction_vs_mc_mean,request_reduction_vs_mc_std,all_nmae_mean,all_nmae_std,all_rmse_mean,all_rmse_std,spearman_mean,spearman_std,high_nmae_mean,high_nmae_std,high_rmse_mean,high_rmse_std,high_recall_mean,high_recall_std,high_precision_mean,high_precision_std,low_recall_mean,low_recall_std,low_precision_mean,low_precision_std,tail_total_abs_error_mean,tail_total_abs_error_std,known_low_capture_ratio_mean,known_low_capture_ratio_std,candidate_low_screening_ratio_mean,candidate_low_screening_ratio_std,artificial_reference_low_rate_mean,artificial_reference_low_rate_std,verified_artificial_low_recall_mean,verified_artificial_low_recall_std,mean_true_high_samples_mean,mean_true_high_samples_std,mean_true_low_samples_mean,mean_true_low_samples_std,low_to_high_sampling_ratio_mean,low_to_high_sampling_ratio_std,max_estimated_certified_low_contribution_mean,max_estimated_certified_low_contribution_std,high_group_count_mean,high_group_count_std,low_group_count_mean,low_group_count_std,group_checks_mean,group_checks_std,triggered_coalition_audits_mean,triggered_coalition_audits_std,focused_selection_rate,adaptive_sampling_rate
l1_low_tail_scaling,contextual_tail,synthetic,dtg_shapley,dataset_default,default,32,0,100,0.04,relative,0.5,0.013888888888888888,0,11,5,0.038000539999848114,0.005969977749066855,1743.6,26.623298067669978,1519.4,36.98378022863536,1519.4,36.98378022863536,966.8,13.311649033834989,0.7314444444444443,0.0036976802871763843,0.5162222222222221,0.007395360574352785,0.0011359507769362637,0.0001320485061860849,0.0014727369136347292,0.0001150036131266308,0.5457567523002913,2.4836420681295636e-05,0.0024526426785325553,0.0006281627114118484,0.0028575392823427795,0.0005853133532377802,1.0,0.0,0.8933333333333333,0.1534781924429512,0.98125,0.02795084971874737,1.0,0.0,0.0024667821178468692,0.0009567861157810182,0.98125,0.02795084971874737,0.98125,0.02795084971874737,1.0,0.0,0.98125,0.02795084971874737,100.0,0.0,17.7125,0.4159890323073434,0.177125,0.004159890323073433,0.00577719540700677,0.0006770024008029108,4.6,0.8944271909999159,31.4,0.8944271909999159,24.0,0.0,0.0,0.0,0.0,1.0
l1_low_tail_scaling,contextual_tail,synthetic,kernel_shap,dataset_default,default,32,0,100,0.04,relative,0.5,0.013888888888888888,0,11,5,0.091813479999837,0.006868884800438344,3602.0,0.0,3447.2,3.8987177379235853,3447.2,3.8987177379235853,,0.0,,0.0,-0.0005555555555556424,0.0,0.0022019179305517588,0.00026394702524678193,0.0026667418678282115,0.0003326983936454337,0.5457216303318917,0.0,0.002671350357154844,0.0003956841589375673,0.0031995322638360946,0.0005037310285828476,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.004413055844564728,0.0036284625411808955,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.008380699328392565,0.001425296386993741,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l1_low_tail_scaling,contextual_tail,synthetic,mc,dataset_default,default,32,0,100,0.04,relative,0.5,0.013888888888888888,0,11,5,0.03913613999975496,0.005952775848849366,3600.0,0.0,3351.2,4.604345773288535,3351.2,4.604345773288535,3600.0,0.0,0.0,0.0,0.0,0.0,0.0006102777777777723,0.0004032263426544367,0.0018969151234007526,0.0014141788023207984,0.5457708046145031,4.0051689320711656e-05,0.005089374999999989,0.0036101044987902724,0.0056869758600129345,0.004244226446764135,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0011724999999997959,0.0005262930504960576,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.003229999999999985,6.59071316323176e-05,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l1_low_tail_scaling,contextual_tail,synthetic,stratified,dataset_default,default,32,0,100,0.04,relative,0.5,0.013888888888888888,0,11,5,0.042343040000196196,0.0006900355886252672,3602.0,0.0,3329.2,4.43846820423443,3329.2,4.43846820423443,1800.0,0.0,0.5,0.0,-0.0005555555555556424,0.0,0.0007246990160142165,0.00017500766541390044,0.002450292185189265,0.0006767873586262547,0.5457567523002913,2.4836420681295636e-05,0.005999932705722311,0.0015455434775850463,0.007346964881348224,0.0020312110569031525,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0007560004774061768,0.0006495086262165403,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,0.0,50.0,0.0,1.0,0.0,0.0032489475470195853,3.33109500599603e-05,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l1_low_tail_scaling,contextual_tail,synthetic,tmc,dataset_default,default,32,0,100,0.04,relative,0.5,0.013888888888888888,0,11,5,0.03133521999952791,0.0008412685460727665,3438.8,9.338094023943002,3332.6,3.9749213828703582,3332.6,3.9749213828703582,3436.8,9.338094023943002,0.04533333333333336,0.0025939150066508427,0.044777777777777764,0.0025939150066508535,0.00074558384962642,0.00034458170240581315,0.002026458642178547,0.0013782594578475138,0.5457567523002913,2.4836420681295636e-05,0.005257513956135472,0.0032568588250087146,0.006042583207095756,0.004151993331425412,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.005705218033943157,0.001197277434250338,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,94.9,0.2918154382482188,0.9490000000000001,0.0029181543824821766,0.0031392265611049804,9.413077823298024e-05,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l1_low_tail_scaling,contextual_tail,synthetic,analytic_reference,dataset_default,default,8,0,0,0.04,relative,0.5,0.041666666666666664,0,11,1,0.00017409999964002054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.012500000000000226,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l1_low_tail_scaling,contextual_tail,synthetic,antithetic_mc,dataset_default,default,8,0,100,0.04,relative,0.5,0.041666666666666664,0,11,5,0.004966539999804809,0.0006044443302968953,1200.0,0.0,755.6,14.791889669680478,755.6,14.791889669680478,1200.0,0.0,0.0,0.0,0.0,0.0,0.0006800000000000472,0.00033652637340926637,0.0015540520023126297,0.0008260768533465982,0.7888158412294974,0.1099901195034331,0.002040000000000086,0.0010095791202277952,0.002691697025609621,0.0014308070809529322,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.331468351712829e-16,4.6443961262081255e-17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.01250000000000003,4.4650178263861386e-17,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l1_low_tail_scaling,contextual_tail,synthetic,dtg_shapley,dataset_default,default,8,0,100,0.04,relative,0.5,0.041666666666666664,0,11,5,0.01237260000052629,0.0005252140087250662,1091.6,34.0117626711701,606.6,8.502940667792526,606.6,8.502940667792526,590.4,34.246167668806386,0.508,0.028538473057338656,0.092,0.02834313555930845,0.0036658045325434095,0.0009738928735652521,0.004407833298321903,0.0011299582476783487,0.8346453794663141,0.057834869136473295,0.0036451344757964547,0.0016090584454994286,0.004038877154242912,0.0018476627310840398,1.0,0.0,0.42666666666666664,0.2086996778999804,0.175,0.3913118960624632,0.2,0.4472135954999579,0.011064617716778264,0.00904778919732242,0.175,0.3913118960624632,0.175,0.3913118960624632,1.0,0.0,0.175,0.3913118960624632,100.0,0.0,23.8,4.280770958600798,0.238,0.042807709586007985,0.014876816537486112,0.0,10.6,3.1304951684997055,1.4,3.1304951684997055,24.0,0.0,2.2,1.4832396974191326,0.0,1.0
l1_low_tail_scaling,contextual_tail,synthetic,kernel_shap,dataset_default,default,8,0,100,0.04,relative,0.5,0.041666666666666664,0,11,5,0.016847120000238646,0.0017041370478184754,1202.0,0.0,806.8,8.136338242723197,806.8,8.136338242723197,,0.0,,0.0,-0.0016666666666667052,0.0,0.0044494883443449255,0.0005976413948879584,0.005809679126904626,0.000459893831977292,0.7782400957937884,0.06762261815296687,0.005215931303355284,0.0014652943103643525,0.006741778647368279,0.001502929120897313,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.00797596113322913,0.004638053893099667,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.022010824124723057,0.0009609343395064978,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l1_low_tail_scaling,contextual_tail,synthetic,mc,dataset_default,default,8,0,100,0.04,relative,0.5,0.041666666666666664,0,11,5,0.006297239999912563,0.001378018244456541,1200.0,0.0,750.4,10.064790112068906,750.4,10.064790112068906,1200.0,0.0,0.0,0.0,0.0,0.0,0.0018833333333332797,0.0009641850329566566,0.003165153882537633,0.0017267687429087766,0.7535790160874903,0.06514120171051958,0.005212499999999862,0.0027373715723296977,0.005468615686491844,0.0029910527982327413,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0015099999999998003,0.0009613792175826762,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.0129,0.0001695582495781326,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l1_low_tail_scaling,contextual_tail,synthetic,stratified,dataset_default,default,8,0,100,0.04,relative,0.5,0.041666666666666664,0,11,5,0.006706799999665236,0.001185190602801827,1202.0,0.0,735.8,5.718391382198319,735.8,5.718391382198319,600.0,0.0,0.5,0.0,-0.0016666666666667052,0.0,0.002476000558821605,0.0007176934170511921,0.0044595865641977005,0.0013902222216681714,0.8040290213579178,0.06966999608568462,0.006852003912054519,0.0020832991857530937,0.0077094227935505365,0.0024081184332817034,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0016083641242842727,0.0008906699230993702,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,0.0,50.0,0.0,1.0,0.0,0.012710963824028596,0.00017915358243051604,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l1_low_tail_scaling,contextual_tail,synthetic,tmc,dataset_default,default,8,0,100,0.04,relative,0.5,0.041666666666666664,0,11,5,0.005297100000461796,0.0006222767551509674,1202.0,0.0,750.4,10.064790112068906,750.4,10.064790112068906,1200.0,0.0,0.0,0.0,-0.0016666666666667052,0.0,0.0018833333333332797,0.0009641850329566566,0.003165153882537633,0.0017267687429087766,0.7535790160874903,0.06514120171051958,0.005212499999999862,0.0027373715723296977,0.005468615686491844,0.0029910527982327413,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0015099999999998003,0.0009613792175826762,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.0129,0.0001695582495781326,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail2,synthetic,analytic_reference,dataset_default,default,16,2,0,0.04,relative,0.5,0.02631578947368421,0,11,1,0.00017140000090876129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.009285714285714395,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail2,synthetic,antithetic_mc,dataset_default,default,16,2,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.01016426666622768,0.0001284371178840701,2280.0,0.0,1866.6666666666667,6.429100507328637,1866.6666666666667,6.429100507328637,2280.0,0.0,0.0,0.0,0.0,0.0,6.354565996209777e-17,3.1042420096427032e-18,1.3663202716653828e-16,5.685651125460004e-18,0.7938202053320446,0.0949170018657589,1.9845236565174672e-16,2.4037033579794607e-18,2.6131179428221933e-16,1.0749154271292186e-17,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.2027416100105862e-16,1.3691500328805859e-16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,120.0,0.0,120.0,0.0,1.0,0.0,0.009285714285714425,1.2769968657358287e-16,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail2,synthetic,dtg_shapley,dataset_default,default,16,2,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.021872700000434026,0.000938398758137523,1818.0,106.50821564555478,1322.3333333333333,111.60794475902392,1322.3333333333333,111.60794475902392,964.0,91.14823092084673,0.5771929824561404,0.03997729426352928,0.20350877192982456,0.046714129669102954,0.002684040033259343,0.0005505275280159888,0.0034506025066253637,0.0008726601654353119,0.7104183585771943,0.07631284601203632,0.0037045601646456057,0.0021915778226580095,0.00435599142487376,0.0025769575275220186,1.0,0.0,0.7777777777777778,0.2545875386086578,0.8571428571428572,0.1889822365046136,1.0,0.0,0.018522800823227936,0.010957889113290042,0.8571428571428572,0.1889822365046136,0.8571428571428572,0.1889822365046136,1.0,0.0,0.8571428571428572,0.1889822365046136,120.0,0.0,26.0,6.510587922917623,0.21666666666666665,0.054254899357646866,0.012423891855963836,0.0011814981189971442,7.0,2.6457513110645907,12.0,2.6457513110645907,29.0,0.0,0.0,0.0,0.0,1.0
l2_hidden_interaction_safety,synergy_tail2,synthetic,kernel_shap,dataset_default,default,16,2,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.03480906666603308,0.0001921534358256431,2282.0,0.0,1972.0,6.557438524302,1972.0,6.557438524302,,0.0,,0.0,-0.0008771929824560321,0.0,0.0012866018562096729,9.896276937480946e-05,0.0016522312192741283,0.00016704508500128682,0.6557108644230644,0.008599320417295348,0.0014800842714132918,0.0010463799833033249,0.0017040466123395945,0.0012629884039335527,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.001279487026298043,0.0013380822663030315,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.01204261269172395,0.0007861150205560734,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail2,synthetic,mc,dataset_default,default,16,2,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.011898466666025342,0.0005700262653777998,2280.0,0.0,1865.6666666666667,10.598742063723098,1865.6666666666667,10.598742063723098,2280.0,0.0,0.0,0.0,0.0,0.0,0.0003157894736842629,0.0002785001380067998,0.000973328526784578,0.0008583950752789532,0.7853190733147062,0.10284540359697,0.0012000000000001608,0.0010583005244258524,0.0018973665961010326,0.0016733200530681532,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.295260195396016e-16,1.3970000036909087e-16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,120.0,0.0,120.0,0.0,1.0,0.0,0.009285714285714388,1.1016518467818084e-16,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail2,synthetic,stratified,dataset_default,default,16,2,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.014631533333158586,0.0002129293860684488,2282.0,0.0,1822.3333333333333,6.110100926607787,1822.3333333333333,6.110100926607787,1140.0,0.0,0.5,0.0,-0.0008771929824560321,0.0,0.0010340987010534432,0.0006665905537214183,0.0020914241530557483,0.0012062183621974756,0.7662191600268101,0.1111254390433978,0.0036473428081469097,0.0023368081193954953,0.0040733797324086635,0.002348589051172202,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0014111612792808796,0.0009826852204235421,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,60.0,0.0,60.0,0.0,1.0,0.0,0.009386511519948793,7.019180145873988e-05,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail2,synthetic,tmc,dataset_default,default,16,2,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.010055033333628671,0.0003895704857929517,2199.6666666666665,6.429100507328637,1865.6666666666667,10.598742063723098,1865.6666666666667,10.598742063723098,2197.6666666666665,6.429100507328637,0.036111111111111094,0.0028197809242668914,0.03523391812865495,0.0028197809242668914,0.0008645754579423669,0.00030528090784440084,0.0013134672045123305,0.0007088932279344581,0.8149426124605711,0.00860309453220926,0.0021696900056427746,0.0011072456414031634,0.0024296221945034925,0.0014305521231194978,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.005578483672691088,0.00043827140528630913,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,120.0,0.0,114.11904761904763,0.4592214648091834,0.9509920634920634,0.0038268455400764924,0.009163532031706908,4.2238453073214116e-05,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail3,synthetic,analytic_reference,dataset_default,default,16,3,0,0.04,relative,0.5,0.02631578947368421,0,11,1,0.00016219999997701962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.00538461538461538,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail3,synthetic,antithetic_mc,dataset_default,default,16,3,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.009872766666982594,0.00041563129431421966,2280.0,0.0,1866.6666666666667,6.429100507328637,1866.6666666666667,6.429100507328637,2280.0,0.0,0.0,0.0,0.0,0.0,0.000578947368421177,0.0003286841051788682,0.0016133839285734865,0.0009750649242106494,0.7114931951541962,0.0007333194557403517,0.0018333333333334413,0.0010408329997330804,0.0028710377426581345,0.0017351407494346804,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1287267417022424e-15,3.4925000092272717e-17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,120.0,0.0,120.0,0.0,1.0,0.0,0.005384615384615464,1.805557439208312e-18,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail3,synthetic,dtg_shapley,dataset_default,default,16,3,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.02162509999955849,0.00028880420766249796,1908.6666666666667,37.80652501002086,1339.3333333333333,36.8284310463171,1339.3333333333333,36.8284310463171,971.3333333333334,18.90326250501043,0.5739766081871345,0.00829090460746068,0.16374269005847955,0.01658180921492142,0.0017801505135328433,0.00042639366505385943,0.002511501545251413,0.0006491775138295964,0.7403395022987688,0.007720737008376927,0.0028895484435605867,0.0009361214756391071,0.003778953809530691,0.001069186894806978,1.0,0.0,0.9523809523809524,0.08247860988423228,0.9743589743589745,0.04441155916843272,1.0,0.0,0.005423782740018192,0.0010216840254508351,0.9743589743589745,0.04441155916843272,0.9743589743589745,0.04441155916843272,1.0,0.0,0.9743589743589745,0.04441155916843272,119.0,0.0,19.794871794871796,1.4540971157700335,0.1663434604611075,0.012219303493865841,0.00842510948848168,0.0015223581466474432,6.333333333333333,0.5773502691896257,12.666666666666666,0.5773502691896257,29.0,0.0,0.0,0.0,0.0,1.0
l2_hidden_interaction_safety,synergy_tail3,synthetic,kernel_shap,dataset_default,default,16,3,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.03544536666716643,0.0014433333833115654,2282.0,0.0,1972.0,6.557438524302,1972.0,6.557438524302,,0.0,,0.0,-0.0008771929824560321,0.0,0.002625313165525887,0.00011134615305151627,0.0034142418700374468,0.0003691492105516298,0.8458810404240008,0.020172970639200507,0.003462805688886163,0.0014635188121730727,0.004140495475585434,0.0019600599901015534,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.008963512192388437,0.00786680725850815,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.009909245029441146,0.00323025014009307,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail3,synthetic,mc,dataset_default,default,16,3,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.012029200000445902,0.0004885019650424584,2280.0,0.0,1865.6666666666667,10.598742063723098,1865.6666666666667,10.598742063723098,2280.0,0.0,0.0,0.0,0.0,0.0,0.0013684210526316955,0.0007119868030772965,0.0037006328366743888,0.0018701466777772877,0.7390506938101015,0.031294292891445114,0.004333333333333421,0.0022546248764114267,0.006585324396534843,0.0033279504035674144,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.1009711660866135e-15,7.891244190146483e-17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,120.0,0.0,120.0,0.0,1.0,0.0,0.005384615384615432,6.319252621208785e-17,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail3,synthetic,stratified,dataset_default,default,16,3,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.014774500000081995,0.000537462622706904,2282.0,0.0,1822.3333333333333,6.110100926607787,1822.3333333333333,6.110100926607787,1140.0,0.0,0.5,0.0,-0.0008771929824560321,0.0,0.0012022258713820404,0.00030500996399006526,0.002358668496187236,0.0006101705470479045,0.8136517151652877,0.09193138333703373,0.0036973246797105553,0.0009530422512073458,0.004196565835609054,0.0010858460866176728,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0006583434779954359,0.0002141362870109469,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,60.0,0.0,60.0,0.0,1.0,0.0,0.005356789745499759,5.4376621772478884e-05,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l2_hidden_interaction_safety,synergy_tail3,synthetic,tmc,dataset_default,default,16,3,120,0.04,relative,0.5,0.02631578947368421,0,11,3,0.011239633333995394,0.002712178984145878,2204.0,5.5677643628300215,1865.6666666666667,10.598742063723098,1865.6666666666667,10.598742063723098,2202.0,5.5677643628300215,0.03421052631578947,0.002442001913521927,0.03333333333333336,0.002442001913521977,0.0016872773856731694,0.0006908782397820162,0.0037467737418597287,0.001852571195593392,0.7142385128254224,0.007988886348053266,0.004798633118049857,0.002225942407041434,0.006651118763086494,0.0033078572542366673,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0032664716194910626,0.00023396682052065408,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,120.0,0.0,114.0,0.42828956637154436,0.9500000000000001,0.003569079719762882,0.005298455979366293,2.498154624144982e-05,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l3_public_injected_tail,public_tail,iris,antithetic_mc,mutual_information,default,8,0,100,0.04,relative,0.5,0.041666666666666664,0,11,3,1.3161248333332576,0.06466258226790872,1200.0,0.0,751.3333333333334,15.01110699893027,751.3333333333334,15.01110699893027,1200.0,0.0,0.0,0.0,0.0,0.0,0.0024435910056457492,0.00020447185838591212,0.004791127031213962,7.937807449914863e-05,0.9688464294597344,0.020079182679492887,0.007027373072562346,0.0003922752654840341,0.008268040214997408,0.00016552102736507802,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0011294074755967883,0.0010104353143779053,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.015587845272468698,0.003774584793377998,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l3_public_injected_tail,public_tail,iris,dtg_shapley,mutual_information,default,8,0,100,0.04,relative,0.5,0.041666666666666664,0,11,3,1.1012160666668933,0.16293283014663593,1127.3333333333333,9.237604307034012,668.3333333333334,12.503332889007368,668.3333333333334,12.503332889007368,744.6666666666666,11.015141094572204,0.3794444444444444,0.009179284245476827,0.062222222222222213,0.007698003589194996,0.00417794748139894,0.001780693729819022,0.0083669970601107,0.003615213281866978,0.9659531750988224,0.029485415282620484,0.011471832809214816,0.0048063003157996454,0.014344938962004948,0.006164010779160616,1.0,0.0,0.5555555555555555,0.3849001794597505,0.3333333333333333,0.5773502691896257,0.3333333333333333,0.5773502691896257,0.004248038539927946,0.002568639626735163,,0.0,0.3333333333333333,0.5773502691896257,1.0,0.0,0.3333333333333333,0.5773502691896257,100.0,0.0,43.083333333333336,1.3768926368215255,0.43083333333333335,0.013768926368215268,0.008943704035153282,0.0,9.333333333333334,4.618802153517006,2.6666666666666665,4.618802153517006,24.0,0.0,2.6666666666666665,0.5773502691896257,0.0,1.0
l3_public_injected_tail,public_tail,iris,exact,mutual_information,default,8,0,0,0.04,relative,0.5,0.041666666666666664,0,11,3,9.910234733333104,4.173642914480758,0.0,0.0,4096.0,0.0,4096.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,,0.0,0.016759348899016747,0.002936355542392744,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l3_public_injected_tail,public_tail,iris,kernel_shap,mutual_information,default,8,0,100,0.04,relative,0.5,0.041666666666666664,0,11,3,1.3235026999997597,0.24685034751917342,1202.0,0.0,805.6666666666666,4.163331998932265,805.6666666666666,4.163331998932265,,0.0,,0.0,-0.0016666666666667052,0.0,0.017989559034058973,0.0027179198835695128,0.021291651456968538,0.0015912434400649426,0.888075915627657,0.032197118434040724,0.021142892887124634,0.003944822716314237,0.024769753891606062,0.006726708501047692,1.0,0.0,0.9333333333333332,0.11547005383792512,0.9583333333333334,0.07216878364870322,1.0,0.0,0.022762953141524305,0.01471596800980203,,0.0,0.0,0.0,1.0,0.0,0.9583333333333334,0.07216878364870322,,0.0,,0.0,,0.0,0.028343411063631526,0.010409137106621134,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l3_public_injected_tail,public_tail,iris,mc,mutual_information,default,8,0,100,0.04,relative,0.5,0.041666666666666664,0,11,3,1.2771623999997246,0.26681012127284226,1200.0,0.0,755.0,3.605551275463989,755.0,3.605551275463989,1200.0,0.0,0.0,0.0,0.0,0.0,0.007278226275244895,0.0037578354751053845,0.01581437768586526,0.008980781372477457,0.99734395750332,0.004600400551311755,0.020858106854819605,0.01196342671558872,0.02728369880945819,0.015665537490035908,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.003906287883660322,0.002776259540628729,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,100.0,0.0,1.0,0.0,0.016569425329931494,0.00734657781373846,,0.0,,0.0,,0.0,,0.0,0.0,0.0
l3_public_injected_tail,public_tail,iris,stratified,mutual_information,default,8,0,100,0.04,relative,0.5,0.041666666666666664,0,11,3,1.1639592999999877,0.1764708436406166,1202.0,0.0,733.6666666666666,6.658328118479393,733.6666666666666,6.658328118479393,600.0,0.0,0.5,0.0,-0.0016666666666667052,0.0,0.0047395872991443785,0.0014371013434114172,0.009239170527192317,0.0028626184099288477,0.9245436526224523,0.09015780338408365,0.013543625402514322,0.004335388761262001,0.015954919378429525,0.004961719890342135,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0016605093524561289,0.001546704865647768,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,50.0,0.0,50.0,0.0,1.0,0.0,0.0168457988356758,0.004426615507381831,,0.0,,0.0,,0.0,,0.0,0.0,0.0
