case_id,experiment,scenario,dataset,algorithm,value_quantifier,seed,artificial_low_count,interaction_order,equivalent_mc_paths,feature_subset_count,feature_subset_seed,contribution_threshold,threshold_mode,relative_threshold_factor,effective_contribution_threshold,runtime_seconds,mode,high_group_count,low_group_count,group_checks,triggered_coalition_audits,coalition_evaluation_requests,unique_value_evaluations,actual_value_function_calls,total_marginal_samples,marginal_sample_reduction_vs_mc,request_reduction_vs_mc,known_low_capture_ratio,candidate_low_screening_ratio,reference_case_id,reference_algorithm,all_nmae,all_rmse,spearman,high_nmae,high_rmse,high_recall,high_precision,low_recall,low_precision,tail_total_abs_error,true_high_count,true_low_count,mean_true_high_samples,mean_true_low_samples,low_to_high_sampling_ratio,artificial_reference_low_rate,verified_artificial_low_recall,max_estimated_certified_low_contribution
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed11__value_audit__b0__449124ee532e,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,mutual_information,11,0,0,0,100,11,0.04,relative,0.5,0.005,0.25794730000779964,value_audit,,,,,102,102,102,,,,,,,,,,,,,,,,,,,,,,,,,0.0
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed11__value_audit__b0__ac79a06f9cca,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,dataset_default,11,0,0,0,50,11,0.04,relative,0.5,0.01,0.0326084999833256,value_audit,,,,,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,0.0050506465392194345
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed11__value_audit__b0__e3ca8f2adddd,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,mutual_information,11,0,0,0,50,11,0.04,relative,0.5,0.01,0.13305649999529123,value_audit,,,,,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,0.005204739793020895
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed23__value_audit__b0__4d7c0a309b8b,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,dataset_default,23,0,0,0,50,23,0.04,relative,0.5,0.01,0.033723499975167215,value_audit,,,,,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,0.0
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed23__value_audit__b0__74c550484802,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,dataset_default,23,0,0,0,100,23,0.04,relative,0.5,0.005,0.034849399991799146,value_audit,,,,,102,102,102,,,,,,,,,,,,,,,,,,,,,,,,,0.004202374362767478
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed23__value_audit__b0__b7d1912bca11,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,mutual_information,23,0,0,0,50,23,0.04,relative,0.5,0.01,0.13813169999048114,value_audit,,,,,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,0.0
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed23__value_audit__b0__f387ae8c9f65,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,mutual_information,23,0,0,0,100,23,0.04,relative,0.5,0.005,0.20023469999432564,value_audit,,,,,102,102,102,,,,,,,,,,,,,,,,,,,,,,,,,0.00448639499316069
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed42__value_audit__b0__2e64d90c7f83,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,dataset_default,42,0,0,0,100,42,0.04,relative,0.5,0.005,0.03991479999967851,value_audit,,,,,102,102,102,,,,,,,,,,,,,,,,,,,,,,,,,0.0
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed42__value_audit__b0__4363e071d78e,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,dataset_default,42,0,0,0,50,42,0.04,relative,0.5,0.01,0.028552300005685538,value_audit,,,,,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,0.0059326329987738555
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed42__value_audit__b0__51c59baff623,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,mutual_information,42,0,0,0,100,42,0.04,relative,0.5,0.005,0.16267059999518096,value_audit,,,,,102,102,102,,,,,,,,,,,,,,,,,,,,,,,,,0.0
structured_text_value_audit__value_function_applicability_check__dexter__low0__seed42__value_audit__b0__c0a37ea1750b,structured_text_value_audit,value_function_applicability_check,dexter,value_audit,mutual_information,42,0,0,0,50,42,0.04,relative,0.5,0.01,0.17094799998449162,value_audit,,,,,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,0.006778069777964778
