case_id,experiment,scenario,dataset,algorithm,value_quantifier,seed,artificial_low_count,interaction_order,equivalent_mc_paths,feature_subset_count,feature_subset_seed,contribution_threshold,threshold_mode,relative_threshold_factor,effective_contribution_threshold,runtime_seconds,mode,high_group_count,low_group_count,group_checks,triggered_coalition_audits,coalition_evaluation_requests,unique_value_evaluations,actual_value_function_calls,total_marginal_samples,marginal_sample_reduction_vs_mc,request_reduction_vs_mc,known_low_capture_ratio,candidate_low_screening_ratio,reference_case_id,reference_algorithm,all_nmae,all_rmse,spearman,high_nmae,high_rmse,high_recall,high_precision,low_recall,low_precision,tail_total_abs_error,true_high_count,true_low_count,mean_true_high_samples,mean_true_low_samples,low_to_high_sampling_ratio,artificial_reference_low_rate,verified_artificial_low_recall,max_estimated_certified_low_contribution
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__dtg_shapley__b100__a34d88f4f351,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,mutual_information,42,0,0,100,100,42,0.04,relative,0.5,0.005,459.8362992000184,mixed_adaptive_and_natural_fallback,65,35,24,0,9934,9354,9354,8918,0.10819999999999996,0.006800000000000028,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__d87a69cdccd8,mc_reference,0.0003554071951798998,0.000498791620951587,0.9689048904890489,0.000316250793042679,0.0005593599677780947,1.0,0.5076923076923077,0.5223880597014925,1.0,0.0013537665680659616,33,67,99.75757575757575,83.97014925373135,0.8417420793964565,,,0.0032496728712378318
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__dtg_shapley__b100__c164b5857e6e,structured_text_public,documented_or_natural_low_tail,farm_ads,dtg_shapley,dataset_default,42,0,0,100,50,42,0.04,relative,0.5,0.01,1.6849018999782857,adaptive_probability_sampling,50,0,24,3,3258,2693,2693,1788,0.6424000000000001,0.3488,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__dbc5bed65038,mc_reference,0.004205517501683756,0.01386481224430255,0.9685954381752702,0.013559698228612194,0.019127416447509173,1.0,0.14,0.0,0.0,0.09491788760028522,7,43,100.0,25.302325581395348,0.25302325581395346,,,
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc__b100__629bd0c27e91,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,mutual_information,42,0,0,100,100,42,0.04,relative,0.5,0.005,454.31697839999106,,,,,,10000,9826,9826,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__d87a69cdccd8,mc_reference,0.00023598692404915657,0.0006045652566868271,0.9879027902790279,0.0004933641856905082,0.0010052154881805028,0.9393939393939394,0.9393939393939394,0.9701492537313433,0.9701492537313433,0.001235344769663027,33,67,100.0,100.0,1.0,,,0.004962559607676076
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc__b100__b233f6447f8a,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,dataset_default,42,0,0,100,50,42,0.04,relative,0.5,0.01,2.428102400008356,,,,,,5000,4785,4785,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__dbc5bed65038,mc_reference,0.000322684092848538,0.0008278034919616977,0.9751260504201681,0.001518683419400696,0.0018628319636236092,1.0,1.0,1.0,1.0,0.00414818373034212,7,43,100.0,100.0,1.0,,,0.009286542388963533
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc__b100__e728bee84ca5,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,mutual_information,42,0,0,100,50,42,0.04,relative,0.5,0.01,132.99685980001232,,,,,,5000,4785,4785,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__0f2eae956a6c,mc_reference,0.00025287445930420165,0.0005670703188069196,0.9638895558223289,0.0002703840738984689,0.0006536933888194831,1.0,1.0,1.0,1.0,0.0010409683811041515,25,25,100.0,100.0,1.0,,,0.00943977172544327
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc__b100__f7fdb46c1ad7,structured_text_public,documented_or_natural_low_tail,farm_ads,mc,dataset_default,42,0,0,100,100,42,0.04,relative,0.5,0.005,8.719492399977753,,,,,,10000,9826,9826,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__48cd3f8c5afa,mc_reference,0.00042443216134798893,0.001197995697569091,0.962952295229523,0.0011690612266395586,0.001961465373497379,1.0,1.0,1.0,1.0,0.0017015819442433022,20,80,100.0,100.0,1.0,,,0.00043348221157466605
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__0f2eae956a6c,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,mutual_information,42,0,0,600,50,42,0.04,relative,0.5,0.01,753.564805800037,,,,,,30000,28021,28021,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__0f2eae956a6c,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,25,25,600.0,600.0,1.0,,,0.008969935372044243
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__48cd3f8c5afa,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,dataset_default,42,0,0,600,100,42,0.04,relative,0.5,0.005,47.847508300008485,,,,,,60000,58332,58332,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__48cd3f8c5afa,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,20,80,600.0,600.0,1.0,,,0.00040152051486992967
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__d87a69cdccd8,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,mutual_information,42,0,0,600,100,42,0.04,relative,0.5,0.005,2703.885698200029,,,,,,60000,58332,58332,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__d87a69cdccd8,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,33,67,600.0,600.0,1.0,,,0.0049104055130043105
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__dbc5bed65038,structured_text_public,documented_or_natural_low_tail,farm_ads,mc_reference,dataset_default,42,0,0,600,50,42,0.04,relative,0.5,0.01,11.444010699982755,,,,,,30000,28021,28021,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__dbc5bed65038,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7,43,600.0,600.0,1.0,,,0.009088405197528501
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__value_audit__b0__5c14421d8e3e,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,mutual_information,42,0,0,0,100,42,0.04,relative,0.5,0.005,1.9240308000007644,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__d87a69cdccd8,mc_reference,0.0036437488468443967,0.007077034520359131,0.5917625952348217,0.007895676641815693,0.011994294895820936,0.7575757575757576,0.8928571428571429,0.9552238805970149,0.8888888888888888,0.04431608890937824,33,67,,,,,,0.0046634137349391095
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__value_audit__b0__895d0eac3f4e,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,dataset_default,42,0,0,0,100,42,0.04,relative,0.5,0.005,0.3861923999793362,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__48cd3f8c5afa,mc_reference,0.010048099283463946,0.02810200651785153,0.4250936068150131,0.025071585240258598,0.04654379107868731,0.7,1.0,1.0,0.9302325581395349,0.5014317048051727,20,80,,,,,,0.004393550139681498
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__value_audit__b0__a3feafe5b30c,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,mutual_information,42,0,0,0,50,42,0.04,relative,0.5,0.01,1.0153299000230618,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__0f2eae956a6c,mc_reference,0.002549941380133159,0.005056831285198725,0.7398570821704626,0.0028823635617325704,0.0061246022719790485,0.96,0.8,0.76,0.95,0.05312046526960243,25,25,,,,,,0.008861668367022615
structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__value_audit__b0__bbe2a160f3b0,structured_text_public,documented_or_natural_low_tail,farm_ads,value_audit,dataset_default,42,0,0,0,50,42,0.04,relative,0.5,0.01,0.3654666999937035,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__farm_ads__low0__seed42__mc_reference__b600__dbc5bed65038,mc_reference,0.007070936147834562,0.02074833369660401,0.953337914104465,0.024399310688380388,0.03629756599359471,1.0,1.0,1.0,1.0,0.1707951748186629,7,43,,,,,,0.008116417101677088
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__dtg_shapley__b100__24834b964603,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,mutual_information,11,0,0,100,50,11,0.04,relative,0.5,0.01,71.84811439999612,mixed_adaptive_and_natural_fallback,25,25,24,1,4894,4155,4155,3500,0.30000000000000004,0.021599999999999953,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__43f294386f71,mc_reference,0.0005127271678954358,0.0008127351767626909,0.9766626650660264,0.0002684785310021094,0.00036022975750406327,1.0,0.72,0.78125,1.0,0.0013938298635456509,18,32,100.0,53.125,0.53125,,,0.004260113624684024
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__dtg_shapley__b100__9446088f433a,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,mutual_information,11,0,0,100,100,11,0.04,relative,0.5,0.005,266.1816669999971,mixed_adaptive_and_natural_fallback,46,54,24,5,9114,7473,7473,5512,0.4488,0.08879999999999999,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__8beca7432f99,mc_reference,0.0005240777555744251,0.0009344811008294546,0.9568076807680768,0.0008064342251917543,0.0014853449983823403,1.0,0.6739130434782609,0.782608695652174,1.0,0.002091090106195015,31,69,98.51612903225806,35.6231884057971,0.36159752474777673,,,0.0025827794272373825
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__dtg_shapley__b100__96bb2c41c4b2,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,dataset_default,11,0,0,100,100,11,0.04,relative,0.5,0.005,4.41323679999914,adaptive_probability_sampling,100,0,24,3,6954,5865,5865,3830,0.617,0.30479999999999996,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__a137437ecd61,mc_reference,0.0005249782294980983,0.0009095593080042447,0.9701650165016502,0.0007500435131298487,0.0013062654092216154,1.0,0.24,0.0,0.0,0.0028465532694580756,24,76,99.66666666666667,18.92105263157895,0.18984333744059145,,,
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__dtg_shapley__b100__d3f94548f33a,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,dataset_default,11,0,0,100,50,11,0.04,relative,0.5,0.01,1.2591287000104785,adaptive_probability_sampling,20,30,24,0,4098,3248,3248,2200,0.56,0.18079999999999996,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__3517f2677095,mc_reference,0.0006848684221149141,0.0011935857485165786,0.9790636254501801,0.0006380475905811483,0.0009201484121865436,1.0,0.8,0.8823529411764706,1.0,0.009167705966474869,16,34,100.0,17.647058823529413,0.17647058823529413,,,0.0034427091797303465
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc__b100__34404f21437a,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,dataset_default,11,0,0,100,100,11,0.04,relative,0.5,0.005,6.450182500004303,,,,,,10000,9827,9827,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__a137437ecd61,mc_reference,0.0007453915098193361,0.0028454850561248418,0.9826222622262226,0.0027342826812155117,0.005791859094595063,1.0,1.0,1.0,1.0,0.0031174324989052503,24,76,100.0,100.0,1.0,,,0.004279696655670931
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc__b100__8f1cea3fa142,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,mutual_information,11,0,0,100,50,11,0.04,relative,0.5,0.01,79.87504610000178,,,,,,5000,4775,4775,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__43f294386f71,mc_reference,0.00035148628008676344,0.0007912389129601494,0.9975990396158463,0.0007758527720148575,0.0012988633300208229,1.0,1.0,1.0,1.0,0.0009390648442297866,18,32,100.0,100.0,1.0,,,0.009495199495230224
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc__b100__c94cdd9e0cef,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,dataset_default,11,0,0,100,50,11,0.04,relative,0.5,0.01,1.8235190999985207,,,,,,5000,4775,4775,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__3517f2677095,mc_reference,0.00023548442372405598,0.0006351747702107854,0.9994237695078031,0.0005763577879517847,0.0010895044692050013,1.0,1.0,1.0,1.0,0.0011174841394712004,16,34,100.0,100.0,1.0,,,0.008496649903468908
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc__b100__d1fc32154089,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,mutual_information,11,0,0,100,100,11,0.04,relative,0.5,0.005,298.1660791999893,,,,,,10000,9827,9827,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__8beca7432f99,mc_reference,0.0006879239094502285,0.0022963382522390866,0.9963036303630363,0.0020089626857724753,0.0041145946672009786,0.967741935483871,0.9375,0.9710144927536232,0.9852941176470589,0.0008155110532785947,31,69,100.0,100.0,1.0,,,0.004306823180914017
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__3517f2677095,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,dataset_default,11,0,0,600,50,11,0.04,relative,0.5,0.01,8.828586299991002,,,,,,30000,28021,28021,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__3517f2677095,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16,34,600.0,600.0,1.0,,,0.008682891467628996
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__43f294386f71,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,mutual_information,11,0,0,600,50,11,0.04,relative,0.5,0.01,446.0500323000015,,,,,,30000,28021,28021,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__43f294386f71,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,18,32,600.0,600.0,1.0,,,0.00964947596473521
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__8beca7432f99,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,mutual_information,11,0,0,600,100,11,0.04,relative,0.5,0.005,1673.02192259999,,,,,,60000,58331,58331,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__8beca7432f99,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,31,69,600.0,600.0,1.0,,,0.004928605085667222
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__a137437ecd61,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,dataset_default,11,0,0,600,100,11,0.04,relative,0.5,0.005,36.43129000000772,,,,,,60000,58331,58331,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__a137437ecd61,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,24,76,600.0,600.0,1.0,,,0.0042065856090152875
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__value_audit__b0__41bf811b3c8f,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,mutual_information,11,0,0,0,100,11,0.04,relative,0.5,0.005,0.9730421999993268,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__8beca7432f99,mc_reference,0.003784953770190827,0.007389658004993579,0.7690886613278906,0.010373047876242655,0.013023257275954015,0.8387096774193549,0.9285714285714286,0.9710144927536232,0.9305555555555556,0.006222906153271271,31,69,,,,,,0.004153257609761763
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__value_audit__b0__b27e76e2ef7d,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,mutual_information,11,0,0,0,50,11,0.04,relative,0.5,0.01,0.5687649000028614,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__43f294386f71,mc_reference,0.003793604840944633,0.0062254206854569045,0.8876663770543233,0.00763429058978348,0.009795927065459838,0.9444444444444444,0.9444444444444444,0.96875,0.96875,0.01635029689016805,18,32,,,,,,0.009331782213988485
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__value_audit__b0__f7fa73c6a3a1,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,dataset_default,11,0,0,0,100,11,0.04,relative,0.5,0.005,0.3120041000074707,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__a137437ecd61,mc_reference,0.0038101626023740905,0.009940305362367986,0.7659248718362667,0.011559730486801175,0.019662699485153663,0.875,0.75,0.9078947368421053,0.9583333333333334,0.08648928068453786,24,76,,,,,,0.004998162038367467
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__value_audit__b0__fb38f701dbd4,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,dataset_default,11,0,0,0,50,11,0.04,relative,0.5,0.01,0.23937070000101812,value_audit,,,,,52,52,52,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed11__mc_reference__b600__3517f2677095,mc_reference,0.0038487752072487746,0.007209450262459736,0.9845402400589605,0.008735983769169236,0.011353106644315094,1.0,0.9411764705882353,0.9705882352941176,1.0,0.052422359198539645,16,34,,,,,,0.008157914901779252
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__dtg_shapley__b100__48e8d21914ab,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,dataset_default,23,0,0,100,100,23,0.04,relative,0.5,0.005,4.801827499992214,adaptive_probability_sampling,42,58,24,0,7226,6062,6062,3964,0.6036,0.27759999999999996,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__c0b66141d16b,mc_reference,0.0005385643401625081,0.0009234313867492872,0.9737173717371738,0.0010238013666303714,0.0018156802593142993,1.0,0.38095238095238093,0.6904761904761905,1.0,0.011568671109787543,16,84,99.875,28.166666666666668,0.28201919065498543,,,0.0025089372744876368
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__dtg_shapley__b100__77b68e20a943,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,mutual_information,23,0,0,100,100,23,0.04,relative,0.5,0.005,284.4006794000161,mixed_adaptive_and_natural_fallback,100,0,24,5,9218,7749,7749,5960,0.404,0.07840000000000003,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__9e2548721546,mc_reference,0.0005152403101088984,0.000734997050901913,0.9611281128112811,0.0005600858220330172,0.0009694070624664072,1.0,0.25,0.0,0.0,0.0034634053729026837,25,75,98.72,46.56,0.47163695299837927,,,
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__dtg_shapley__b100__949f6a5ac31f,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,mutual_information,23,0,0,100,50,23,0.04,relative,0.5,0.01,61.95324000000255,mixed_adaptive_and_natural_fallback,25,25,24,0,4550,3573,3573,2626,0.4748,0.09040000000000004,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__6521b6422c0e,mc_reference,0.0008528247231235778,0.0011235230116066568,0.9356542617046819,0.0008033932774788569,0.0010383424042851922,1.0,0.68,0.7575757575757576,1.0,0.002412493262988466,17,33,100.0,28.060606060606062,0.28060606060606064,,,0.005187432968385958
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__dtg_shapley__b100__cb5b54dd9ba1,structured_text_public,documented_or_natural_low_tail,internet_advertisements,dtg_shapley,dataset_default,23,0,0,100,50,23,0.04,relative,0.5,0.01,1.3036801999842282,adaptive_probability_sampling,20,30,24,0,4278,3440,3440,2290,0.542,0.14480000000000004,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__fdebd831ecbf,mc_reference,0.0007527793268112244,0.0010471504732191264,0.9151980792316927,0.0009514320496966578,0.0012454169641040096,1.0,0.7,0.8333333333333334,1.0,0.0012491218632056794,14,36,98.28571428571429,25.38888888888889,0.2583171834625323,,,0.003867869130867208
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc__b100__40ff580e1965,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,mutual_information,23,0,0,100,50,23,0.04,relative,0.5,0.01,80.85391289999825,,,,,,5000,4784,4784,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__6521b6422c0e,mc_reference,0.0006590245421835672,0.001562296179591811,0.9975030012004802,0.0017845895452501305,0.00266874492645619,1.0,1.0,1.0,1.0,0.0020334776944587324,17,33,100.0,100.0,1.0,,,0.006456772484726412
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc__b100__927d8b31618f,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,mutual_information,23,0,0,100,100,23,0.04,relative,0.5,0.005,345.6957803000114,,,,,,10000,9827,9827,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__9e2548721546,mc_reference,0.00032342602077552624,0.0007467545621308326,0.994035403540354,0.0008689888868930176,0.0014478154370295949,0.92,0.9583333333333334,0.9866666666666667,0.9736842105263158,0.003826845671363127,25,75,100.0,100.0,1.0,,,0.004929663405363291
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc__b100__a000a0703c25,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,dataset_default,23,0,0,100,100,23,0.04,relative,0.5,0.005,6.648746499995468,,,,,,10000,9827,9827,10000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__c0b66141d16b,mc_reference,0.0002882061563078354,0.000882058719181071,0.990939093909391,0.0011203248777315175,0.0020731515326415824,1.0,0.8888888888888888,0.9761904761904762,1.0,0.003410488187344185,16,84,100.0,100.0,1.0,,,0.00471043095331458
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc__b100__d34129a1de1a,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc,dataset_default,23,0,0,100,50,23,0.04,relative,0.5,0.01,1.890671300003305,,,,,,5000,4784,4784,5000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__fdebd831ecbf,mc_reference,0.000475282502409886,0.0012981547129697854,0.9989435774309724,0.001356227273515141,0.002369281374444342,0.9285714285714286,0.9285714285714286,0.9722222222222222,0.9722222222222222,0.001233697622494534,14,36,100.0,100.0,1.0,,,0.009609647405747528
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__6521b6422c0e,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,mutual_information,23,0,0,600,50,23,0.04,relative,0.5,0.01,487.2182553000166,,,,,,30000,28047,28047,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__6521b6422c0e,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,17,33,600.0,600.0,1.0,,,0.006624260522597848
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__9e2548721546,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,mutual_information,23,0,0,600,100,23,0.04,relative,0.5,0.005,1990.2630042000092,,,,,,60000,58330,58330,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__9e2548721546,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,25,75,600.0,600.0,1.0,,,0.004547025409071908
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__c0b66141d16b,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,dataset_default,23,0,0,600,100,23,0.04,relative,0.5,0.005,37.0759429000027,,,,,,60000,58330,58330,60000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__c0b66141d16b,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16,84,600.0,600.0,1.0,,,0.004452256032063162
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__fdebd831ecbf,structured_text_public,documented_or_natural_low_tail,internet_advertisements,mc_reference,dataset_default,23,0,0,600,50,23,0.04,relative,0.5,0.01,8.825360899994848,,,,,,30000,28047,28047,30000,0.0,0.0,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__fdebd831ecbf,mc_reference,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,14,36,600.0,600.0,1.0,,,0.009512480652075923
structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__value_audit__b0__05e572eb0fcb,structured_text_public,documented_or_natural_low_tail,internet_advertisements,value_audit,mutual_information,23,0,0,0,100,23,0.04,relative,0.5,0.005,1.1053512999787927,value_audit,,,,,102,102,102,,,,,,structured_text_public__documented_or_natural_low_tail__internet_advertisements__low0__seed23__mc_reference__b600__9e2548721546,mc_reference,0.0029916105035125563,0.0059223958404338506,0.7865328049854233,0.009471158042170781,0.011670888976740052,0.92,0.8846153846153846,0.96,0.972972972972973,0.030236270450862524,25,75,,,,,,0.0037071980640437374
